target,id,date,flag,user,text
4,tweet_58,Sun Feb 09 17:16:16  2025,NO_QUERY,user_58,J'adore technology ! C'est fantastique et génial.
0,tweet_59,Sun May 18 17:16:16  2025,NO_QUERY,user_59,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_60,Mon May 05 17:16:16  2025,NO_QUERY,user_60,J'adore sports ! C'est fantastique et génial.
0,tweet_61,Tue Aug 12 17:16:16  2025,NO_QUERY,user_61,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_62,Mon Dec 30 17:16:16  2024,NO_QUERY,user_62,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_63,Fri Apr 25 17:16:16  2025,NO_QUERY,user_63,J'adore technology ! C'est fantastique et génial.
4,tweet_64,Sat Aug 30 17:16:16  2025,NO_QUERY,user_64,J'adore technology ! C'est fantastique et génial.
0,tweet_65,Thu Sep 25 17:16:16  2025,NO_QUERY,user_65,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_66,Tue Jun 10 17:16:16  2025,NO_QUERY,user_66,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_67,Wed Jul 30 17:16:16  2025,NO_QUERY,user_67,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_68,Thu Nov 21 17:16:16  2024,NO_QUERY,user_68,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_69,Mon Oct 21 17:16:16  2024,NO_QUERY,user_69,J'adore sports ! C'est fantastique et génial.
4,tweet_70,Mon May 05 17:16:16  2025,NO_QUERY,user_70,J'adore sports ! C'est fantastique et génial.
4,tweet_71,Fri Jun 27 17:16:16  2025,NO_QUERY,user_71,J'adore politics ! C'est fantastique et génial.
4,tweet_72,Fri Dec 13 17:16:16  2024,NO_QUERY,user_72,J'adore entertainment ! C'est fantastique et génial.
0,tweet_73,Fri Jun 20 17:16:16  2025,NO_QUERY,user_73,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_74,Mon Mar 31 17:16:16  2025,NO_QUERY,user_74,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_75,Tue Oct 08 17:16:16  2024,NO_QUERY,user_75,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_76,Thu Sep 18 17:16:16  2025,NO_QUERY,user_76,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_77,Tue Jan 21 17:16:16  2025,NO_QUERY,user_77,J'adore politics ! C'est fantastique et génial.
4,tweet_78,Wed Apr 23 17:16:16  2025,NO_QUERY,user_78,J'adore technology ! C'est fantastique et génial.
0,tweet_79,Fri Mar 28 17:16:16  2025,NO_QUERY,user_79,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_80,Thu Feb 06 17:16:16  2025,NO_QUERY,user_80,J'adore sports ! C'est fantastique et génial.
4,tweet_81,Sat Mar 01 17:16:16  2025,NO_QUERY,user_81,J'adore politics ! C'est fantastique et génial.
0,tweet_82,Mon May 19 17:16:16  2025,NO_QUERY,user_82,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_83,Thu Jan 30 17:16:16  2025,NO_QUERY,user_83,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_84,Wed Aug 27 17:16:16  2025,NO_QUERY,user_84,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_85,Sun May 18 17:16:16  2025,NO_QUERY,user_85,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_86,Sun Aug 03 17:16:16  2025,NO_QUERY,user_86,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_87,Thu Apr 24 17:16:16  2025,NO_QUERY,user_87,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_88,Thu Aug 14 17:16:16  2025,NO_QUERY,user_88,J'adore news ! C'est fantastique et génial.
4,tweet_89,Tue Feb 04 17:16:16  2025,NO_QUERY,user_89,J'adore entertainment ! C'est fantastique et génial.
0,tweet_90,Mon Feb 10 17:16:16  2025,NO_QUERY,user_90,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_91,Tue Apr 08 17:16:16  2025,NO_QUERY,user_91,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_92,Wed Jun 25 17:16:16  2025,NO_QUERY,user_92,J'adore sports ! C'est fantastique et génial.
0,tweet_93,Wed Dec 18 17:16:16  2024,NO_QUERY,user_93,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_94,Mon Nov 04 17:16:16  2024,NO_QUERY,user_94,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_95,Sun Dec 08 17:16:16  2024,NO_QUERY,user_95,J'adore entertainment ! C'est fantastique et génial.
4,tweet_96,Sat Jan 25 17:16:16  2025,NO_QUERY,user_96,J'adore sports ! C'est fantastique et génial.
0,tweet_97,Sat Dec 07 17:16:16  2024,NO_QUERY,user_97,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_98,Sat Mar 08 17:16:16  2025,NO_QUERY,user_98,J'adore politics ! C'est fantastique et génial.
0,tweet_99,Thu Apr 17 17:16:16  2025,NO_QUERY,user_99,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_100,Fri Sep 05 17:16:16  2025,NO_QUERY,user_100,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_101,Tue Mar 25 17:16:16  2025,NO_QUERY,user_101,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_102,Sat Aug 02 17:16:16  2025,NO_QUERY,user_102,J'adore sports ! C'est fantastique et génial.
4,tweet_103,Sat May 10 17:16:16  2025,NO_QUERY,user_103,J'adore politics ! C'est fantastique et génial.
0,tweet_104,Wed Jan 08 17:16:16  2025,NO_QUERY,user_104,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_105,Sat May 24 17:16:16  2025,NO_QUERY,user_105,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_106,Fri Jun 06 17:16:16  2025,NO_QUERY,user_106,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_107,Thu Dec 19 17:16:16  2024,NO_QUERY,user_107,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_108,Sat Aug 09 17:16:16  2025,NO_QUERY,user_108,J'adore technology ! C'est fantastique et génial.
4,tweet_109,Thu Sep 18 17:16:16  2025,NO_QUERY,user_109,J'adore sports ! C'est fantastique et génial.
0,tweet_110,Sun Apr 06 17:16:16  2025,NO_QUERY,user_110,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_111,Sat Aug 23 17:16:16  2025,NO_QUERY,user_111,J'adore technology ! C'est fantastique et génial.
4,tweet_112,Sat Feb 08 17:16:16  2025,NO_QUERY,user_112,J'adore technology ! C'est fantastique et génial.
4,tweet_113,Thu Nov 07 17:16:16  2024,NO_QUERY,user_113,J'adore politics ! C'est fantastique et génial.
4,tweet_114,Mon May 26 17:16:16  2025,NO_QUERY,user_114,J'adore technology ! C'est fantastique et génial.
0,tweet_115,Thu Aug 28 17:16:16  2025,NO_QUERY,user_115,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_116,Sat May 24 17:16:16  2025,NO_QUERY,user_116,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_117,Sun Jun 22 17:16:16  2025,NO_QUERY,user_117,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_118,Sun Sep 29 17:16:16  2024,NO_QUERY,user_118,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_119,Tue Mar 11 17:16:16  2025,NO_QUERY,user_119,J'adore entertainment ! C'est fantastique et génial.
4,tweet_120,Sun Dec 29 17:16:16  2024,NO_QUERY,user_120,J'adore entertainment ! C'est fantastique et génial.
0,tweet_121,Thu Jun 19 17:16:16  2025,NO_QUERY,user_121,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_122,Sat Aug 23 17:16:16  2025,NO_QUERY,user_122,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_123,Tue Oct 08 17:16:16  2024,NO_QUERY,user_123,J'adore sports ! C'est fantastique et génial.
0,tweet_124,Wed May 07 17:16:16  2025,NO_QUERY,user_124,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_125,Tue Jan 14 17:16:16  2025,NO_QUERY,user_125,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_126,Tue Aug 05 17:16:16  2025,NO_QUERY,user_126,J'adore technology ! C'est fantastique et génial.
4,tweet_127,Sun May 11 17:16:16  2025,NO_QUERY,user_127,J'adore entertainment ! C'est fantastique et génial.
0,tweet_128,Sat Nov 16 17:16:16  2024,NO_QUERY,user_128,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_129,Wed Oct 23 17:16:16  2024,NO_QUERY,user_129,J'adore politics ! C'est fantastique et génial.
0,tweet_130,Thu Jan 09 17:16:16  2025,NO_QUERY,user_130,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_131,Sun Oct 06 17:16:16  2024,NO_QUERY,user_131,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_132,Tue Nov 19 17:16:16  2024,NO_QUERY,user_132,J'adore politics ! C'est fantastique et génial.
0,tweet_133,Thu Apr 10 17:16:16  2025,NO_QUERY,user_133,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_134,Sat Feb 15 17:16:16  2025,NO_QUERY,user_134,J'adore entertainment ! C'est fantastique et génial.
0,tweet_135,Sun Aug 03 17:16:16  2025,NO_QUERY,user_135,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_136,Sun Oct 06 17:16:16  2024,NO_QUERY,user_136,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_137,Tue Jul 22 17:16:16  2025,NO_QUERY,user_137,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_138,Sat May 17 17:16:16  2025,NO_QUERY,user_138,J'adore technology ! C'est fantastique et génial.
4,tweet_139,Wed Mar 05 17:16:16  2025,NO_QUERY,user_139,J'adore entertainment ! C'est fantastique et génial.
4,tweet_140,Sun Jul 20 17:16:16  2025,NO_QUERY,user_140,J'adore sports ! C'est fantastique et génial.
0,tweet_141,Tue Mar 18 17:16:16  2025,NO_QUERY,user_141,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_142,Mon Mar 03 17:16:16  2025,NO_QUERY,user_142,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_143,Sun Jul 13 17:16:16  2025,NO_QUERY,user_143,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_144,Thu Oct 03 17:16:16  2024,NO_QUERY,user_144,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_145,Fri Jan 10 17:16:16  2025,NO_QUERY,user_145,J'adore technology ! C'est fantastique et génial.
0,tweet_146,Thu Aug 07 17:16:16  2025,NO_QUERY,user_146,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_147,Mon Feb 03 17:16:16  2025,NO_QUERY,user_147,J'adore news ! C'est fantastique et génial.
4,tweet_148,Fri Oct 11 17:16:16  2024,NO_QUERY,user_148,J'adore entertainment ! C'est fantastique et génial.
4,tweet_149,Mon Jan 27 17:16:16  2025,NO_QUERY,user_149,J'adore news ! C'est fantastique et génial.
0,tweet_150,Sat Aug 30 17:16:16  2025,NO_QUERY,user_150,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_151,Thu May 01 17:16:16  2025,NO_QUERY,user_151,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_152,Fri Oct 25 17:16:16  2024,NO_QUERY,user_152,J'adore news ! C'est fantastique et génial.
0,tweet_153,Tue Feb 18 17:16:16  2025,NO_QUERY,user_153,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_154,Thu Sep 04 17:16:16  2025,NO_QUERY,user_154,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_155,Sun Sep 14 17:16:16  2025,NO_QUERY,user_155,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_156,Mon Jul 07 17:16:16  2025,NO_QUERY,user_156,J'adore technology ! C'est fantastique et génial.
4,tweet_157,Thu Jul 24 17:16:16  2025,NO_QUERY,user_157,J'adore technology ! C'est fantastique et génial.
0,tweet_158,Tue Apr 15 17:16:16  2025,NO_QUERY,user_158,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_159,Sat Aug 09 17:16:16  2025,NO_QUERY,user_159,J'adore technology ! C'est fantastique et génial.
0,tweet_160,Sat May 31 17:16:16  2025,NO_QUERY,user_160,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_161,Tue Jan 07 17:16:16  2025,NO_QUERY,user_161,J'adore news ! C'est fantastique et génial.
0,tweet_162,Thu Aug 14 17:16:16  2025,NO_QUERY,user_162,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_163,Thu Feb 27 17:16:16  2025,NO_QUERY,user_163,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_164,Sun Jan 26 17:16:16  2025,NO_QUERY,user_164,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_165,Mon Nov 18 17:16:16  2024,NO_QUERY,user_165,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_166,Fri Feb 14 17:16:16  2025,NO_QUERY,user_166,J'adore entertainment ! C'est fantastique et génial.
0,tweet_167,Sun Jan 05 17:16:16  2025,NO_QUERY,user_167,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_168,Thu Sep 26 17:16:16  2024,NO_QUERY,user_168,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_169,Thu Oct 10 17:16:16  2024,NO_QUERY,user_169,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_170,Thu Nov 21 17:16:16  2024,NO_QUERY,user_170,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_171,Tue Sep 23 17:16:16  2025,NO_QUERY,user_171,J'adore politics ! C'est fantastique et génial.
4,tweet_172,Mon Jul 07 17:16:16  2025,NO_QUERY,user_172,J'adore news ! C'est fantastique et génial.
4,tweet_173,Tue Feb 04 17:16:16  2025,NO_QUERY,user_173,J'adore news ! C'est fantastique et génial.
4,tweet_174,Fri Oct 04 17:16:16  2024,NO_QUERY,user_174,J'adore entertainment ! C'est fantastique et génial.
0,tweet_175,Tue Jun 17 17:16:16  2025,NO_QUERY,user_175,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_176,Sun Jan 26 17:16:16  2025,NO_QUERY,user_176,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_177,Tue Jul 01 17:16:16  2025,NO_QUERY,user_177,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_178,Tue Jan 14 17:16:16  2025,NO_QUERY,user_178,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_179,Tue Jul 22 17:16:16  2025,NO_QUERY,user_179,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_180,Sat Nov 23 17:16:16  2024,NO_QUERY,user_180,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_181,Sat Aug 02 17:16:16  2025,NO_QUERY,user_181,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_182,Sun Mar 16 17:16:16  2025,NO_QUERY,user_182,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_183,Fri Mar 28 17:16:16  2025,NO_QUERY,user_183,J'adore technology ! C'est fantastique et génial.
4,tweet_184,Tue Oct 22 17:16:16  2024,NO_QUERY,user_184,J'adore technology ! C'est fantastique et génial.
4,tweet_185,Fri Nov 15 17:16:16  2024,NO_QUERY,user_185,J'adore entertainment ! C'est fantastique et génial.
0,tweet_186,Mon Jun 23 17:16:16  2025,NO_QUERY,user_186,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_187,Thu Mar 06 17:16:16  2025,NO_QUERY,user_187,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_188,Tue Oct 29 17:16:16  2024,NO_QUERY,user_188,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_189,Mon Sep 08 17:16:16  2025,NO_QUERY,user_189,J'adore sports ! C'est fantastique et génial.
0,tweet_190,Thu Nov 21 17:16:16  2024,NO_QUERY,user_190,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_191,Mon Feb 17 17:16:16  2025,NO_QUERY,user_191,J'adore entertainment ! C'est fantastique et génial.
0,tweet_192,Fri Aug 22 17:16:16  2025,NO_QUERY,user_192,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_193,Wed Oct 09 17:16:16  2024,NO_QUERY,user_193,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_194,Tue Jun 10 17:16:16  2025,NO_QUERY,user_194,J'adore politics ! C'est fantastique et génial.
4,tweet_195,Fri Oct 18 17:16:16  2024,NO_QUERY,user_195,J'adore politics ! C'est fantastique et génial.
0,tweet_196,Sat Jan 04 17:16:16  2025,NO_QUERY,user_196,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_197,Sat Sep 06 17:16:16  2025,NO_QUERY,user_197,J'adore politics ! C'est fantastique et génial.
0,tweet_198,Mon Jun 23 17:16:16  2025,NO_QUERY,user_198,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_199,Thu May 08 17:16:16  2025,NO_QUERY,user_199,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_200,Sun Oct 06 17:16:16  2024,NO_QUERY,user_200,J'adore entertainment ! C'est fantastique et génial.
4,tweet_201,Wed Sep 17 17:16:16  2025,NO_QUERY,user_201,J'adore entertainment ! C'est fantastique et génial.
4,tweet_202,Tue Nov 12 17:16:16  2024,NO_QUERY,user_202,J'adore news ! C'est fantastique et génial.
0,tweet_203,Wed Dec 04 17:16:16  2024,NO_QUERY,user_203,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_204,Sun Feb 09 17:16:16  2025,NO_QUERY,user_204,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_205,Sat Oct 05 17:16:16  2024,NO_QUERY,user_205,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_206,Fri Aug 22 17:16:16  2025,NO_QUERY,user_206,J'adore technology ! C'est fantastique et génial.
0,tweet_207,Sat Apr 26 17:16:16  2025,NO_QUERY,user_207,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_208,Tue Dec 10 17:16:16  2024,NO_QUERY,user_208,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_209,Wed Oct 16 17:16:16  2024,NO_QUERY,user_209,J'adore news ! C'est fantastique et génial.
4,tweet_210,Tue Mar 18 17:16:16  2025,NO_QUERY,user_210,J'adore entertainment ! C'est fantastique et génial.
4,tweet_211,Mon Jan 20 17:16:16  2025,NO_QUERY,user_211,J'adore technology ! C'est fantastique et génial.
0,tweet_212,Fri Mar 21 17:16:16  2025,NO_QUERY,user_212,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_213,Mon Apr 21 17:16:16  2025,NO_QUERY,user_213,J'adore sports ! C'est fantastique et génial.
4,tweet_214,Thu Sep 18 17:16:16  2025,NO_QUERY,user_214,J'adore entertainment ! C'est fantastique et génial.
4,tweet_215,Sun Apr 27 17:16:16  2025,NO_QUERY,user_215,J'adore news ! C'est fantastique et génial.
4,tweet_216,Fri Dec 06 17:16:16  2024,NO_QUERY,user_216,J'adore sports ! C'est fantastique et génial.
0,tweet_217,Wed Apr 09 17:16:16  2025,NO_QUERY,user_217,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_218,Fri Oct 04 17:16:16  2024,NO_QUERY,user_218,J'adore politics ! C'est fantastique et génial.
