target,id,date,flag,user,text
4,tweet_50,Sat Apr 05 17:18:27  2025,NO_QUERY,user_50,J'adore politics ! C'est fantastique et génial.
4,tweet_51,Sat Nov 02 17:18:27  2024,NO_QUERY,user_51,J'adore politics ! C'est fantastique et génial.
4,tweet_52,Sun Feb 09 17:18:27  2025,NO_QUERY,user_52,J'adore technology ! C'est fantastique et génial.
0,tweet_53,Sat Mar 15 17:18:27  2025,NO_QUERY,user_53,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_54,Thu Apr 03 17:18:27  2025,NO_QUERY,user_54,J'adore sports ! C'est fantastique et génial.
0,tweet_55,Wed May 28 17:18:27  2025,NO_QUERY,user_55,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_56,Wed Nov 27 17:18:27  2024,NO_QUERY,user_56,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_57,Tue Nov 26 17:18:27  2024,NO_QUERY,user_57,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_58,Wed Apr 09 17:18:27  2025,NO_QUERY,user_58,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_59,Wed Dec 18 17:18:27  2024,NO_QUERY,user_59,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_60,Mon May 12 17:18:27  2025,NO_QUERY,user_60,J'adore news ! C'est fantastique et génial.
4,tweet_61,Sat Jun 21 17:18:27  2025,NO_QUERY,user_61,J'adore news ! C'est fantastique et génial.
0,tweet_62,Tue Jun 17 17:18:27  2025,NO_QUERY,user_62,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_63,Fri Aug 15 17:18:27  2025,NO_QUERY,user_63,J'adore politics ! C'est fantastique et génial.
4,tweet_64,Sun Oct 20 17:18:27  2024,NO_QUERY,user_64,J'adore sports ! C'est fantastique et génial.
4,tweet_65,Mon Dec 09 17:18:27  2024,NO_QUERY,user_65,J'adore news ! C'est fantastique et génial.
0,tweet_66,Fri Mar 14 17:18:27  2025,NO_QUERY,user_66,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_67,Sat Nov 30 17:18:27  2024,NO_QUERY,user_67,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_68,Thu Sep 26 17:18:27  2024,NO_QUERY,user_68,J'adore politics ! C'est fantastique et génial.
4,tweet_69,Sun Mar 16 17:18:27  2025,NO_QUERY,user_69,J'adore sports ! C'est fantastique et génial.
4,tweet_70,Wed Apr 09 17:18:27  2025,NO_QUERY,user_70,J'adore politics ! C'est fantastique et génial.
0,tweet_71,Wed Jun 18 17:18:27  2025,NO_QUERY,user_71,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_72,Sat Dec 28 17:18:27  2024,NO_QUERY,user_72,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_73,Fri Apr 11 17:18:27  2025,NO_QUERY,user_73,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_74,Tue Jun 10 17:18:27  2025,NO_QUERY,user_74,J'adore technology ! C'est fantastique et génial.
0,tweet_75,Fri Oct 25 17:18:27  2024,NO_QUERY,user_75,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_76,Thu Feb 06 17:18:27  2025,NO_QUERY,user_76,J'adore technology ! C'est fantastique et génial.
0,tweet_77,Sat Jun 14 17:18:27  2025,NO_QUERY,user_77,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_78,Mon Jun 16 17:18:27  2025,NO_QUERY,user_78,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_79,Sat Feb 15 17:18:27  2025,NO_QUERY,user_79,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_80,Sun Nov 24 17:18:27  2024,NO_QUERY,user_80,J'adore news ! C'est fantastique et génial.
0,tweet_81,Tue Jan 28 17:18:27  2025,NO_QUERY,user_81,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_82,Wed Jul 02 17:18:27  2025,NO_QUERY,user_82,J'adore sports ! C'est fantastique et génial.
0,tweet_83,Sat Apr 26 17:18:27  2025,NO_QUERY,user_83,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_84,Fri Mar 28 17:18:27  2025,NO_QUERY,user_84,J'adore politics ! C'est fantastique et génial.
0,tweet_85,Wed Feb 12 17:18:27  2025,NO_QUERY,user_85,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_86,Thu Jan 23 17:18:27  2025,NO_QUERY,user_86,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_87,Wed Jan 08 17:18:27  2025,NO_QUERY,user_87,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_88,Sat Jan 25 17:18:27  2025,NO_QUERY,user_88,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_89,Tue Jul 22 17:18:27  2025,NO_QUERY,user_89,J'adore politics ! C'est fantastique et génial.
4,tweet_90,Wed Oct 16 17:18:27  2024,NO_QUERY,user_90,J'adore entertainment ! C'est fantastique et génial.
4,tweet_91,Mon Sep 30 17:18:27  2024,NO_QUERY,user_91,J'adore politics ! C'est fantastique et génial.
0,tweet_92,Tue Jul 08 17:18:27  2025,NO_QUERY,user_92,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_93,Tue Nov 12 17:18:27  2024,NO_QUERY,user_93,J'adore news ! C'est fantastique et génial.
0,tweet_94,Sat Nov 16 17:18:27  2024,NO_QUERY,user_94,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_95,Tue Dec 17 17:18:27  2024,NO_QUERY,user_95,J'adore politics ! C'est fantastique et génial.
0,tweet_96,Tue Jun 03 17:18:27  2025,NO_QUERY,user_96,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_97,Sun Nov 24 17:18:27  2024,NO_QUERY,user_97,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_98,Thu Apr 24 17:18:27  2025,NO_QUERY,user_98,J'adore politics ! C'est fantastique et génial.
0,tweet_99,Tue Aug 05 17:18:27  2025,NO_QUERY,user_99,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_100,Wed Feb 26 17:18:27  2025,NO_QUERY,user_100,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_101,Thu Aug 21 17:18:27  2025,NO_QUERY,user_101,J'adore technology ! C'est fantastique et génial.
4,tweet_102,Wed Oct 09 17:18:27  2024,NO_QUERY,user_102,J'adore entertainment ! C'est fantastique et génial.
4,tweet_103,Sun May 11 17:18:27  2025,NO_QUERY,user_103,J'adore sports ! C'est fantastique et génial.
0,tweet_104,Fri Jan 31 17:18:27  2025,NO_QUERY,user_104,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_105,Sun Nov 17 17:18:27  2024,NO_QUERY,user_105,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_106,Thu Jan 02 17:18:27  2025,NO_QUERY,user_106,J'adore news ! C'est fantastique et génial.
4,tweet_107,Sat May 03 17:18:27  2025,NO_QUERY,user_107,J'adore politics ! C'est fantastique et génial.
0,tweet_108,Thu Jul 17 17:18:27  2025,NO_QUERY,user_108,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_109,Thu Jun 19 17:18:27  2025,NO_QUERY,user_109,J'adore politics ! C'est fantastique et génial.
0,tweet_110,Wed Mar 12 17:18:27  2025,NO_QUERY,user_110,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_111,Thu Nov 07 17:18:27  2024,NO_QUERY,user_111,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_112,Sun Mar 16 17:18:27  2025,NO_QUERY,user_112,J'adore technology ! C'est fantastique et génial.
4,tweet_113,Fri Dec 13 17:18:27  2024,NO_QUERY,user_113,J'adore sports ! C'est fantastique et génial.
4,tweet_114,Mon Apr 21 17:18:27  2025,NO_QUERY,user_114,J'adore technology ! C'est fantastique et génial.
0,tweet_115,Tue Feb 11 17:18:27  2025,NO_QUERY,user_115,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_116,Tue Oct 08 17:18:27  2024,NO_QUERY,user_116,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_117,Fri Jan 24 17:18:27  2025,NO_QUERY,user_117,J'adore technology ! C'est fantastique et génial.
4,tweet_118,Sat Oct 12 17:18:27  2024,NO_QUERY,user_118,J'adore politics ! C'est fantastique et génial.
4,tweet_119,Fri Aug 01 17:18:27  2025,NO_QUERY,user_119,J'adore sports ! C'est fantastique et génial.
4,tweet_120,Fri Jul 11 17:18:27  2025,NO_QUERY,user_120,J'adore politics ! C'est fantastique et génial.
0,tweet_121,Tue Jul 15 17:18:27  2025,NO_QUERY,user_121,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_122,Thu Jun 26 17:18:27  2025,NO_QUERY,user_122,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_123,Tue Jul 29 17:18:27  2025,NO_QUERY,user_123,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_124,Fri Dec 06 17:18:27  2024,NO_QUERY,user_124,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_125,Sun Sep 14 17:18:27  2025,NO_QUERY,user_125,J'adore news ! C'est fantastique et génial.
4,tweet_126,Wed Jun 11 17:18:27  2025,NO_QUERY,user_126,J'adore sports ! C'est fantastique et génial.
0,tweet_127,Sun Sep 21 17:18:27  2025,NO_QUERY,user_127,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_128,Wed Apr 30 17:18:27  2025,NO_QUERY,user_128,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_129,Fri Jan 24 17:18:27  2025,NO_QUERY,user_129,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_130,Fri Dec 13 17:18:27  2024,NO_QUERY,user_130,J'adore entertainment ! C'est fantastique et génial.
4,tweet_131,Sat Feb 08 17:18:27  2025,NO_QUERY,user_131,J'adore technology ! C'est fantastique et génial.
4,tweet_132,Fri Jan 10 17:18:27  2025,NO_QUERY,user_132,J'adore news ! C'est fantastique et génial.
0,tweet_133,Tue Dec 10 17:18:27  2024,NO_QUERY,user_133,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_134,Sun Aug 10 17:18:27  2025,NO_QUERY,user_134,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_135,Fri Feb 21 17:18:27  2025,NO_QUERY,user_135,J'adore politics ! C'est fantastique et génial.
0,tweet_136,Thu Mar 06 17:18:27  2025,NO_QUERY,user_136,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_137,Sun Mar 23 17:18:27  2025,NO_QUERY,user_137,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_138,Sun Dec 01 17:18:27  2024,NO_QUERY,user_138,J'adore news ! C'est fantastique et génial.
4,tweet_139,Tue Nov 26 17:18:27  2024,NO_QUERY,user_139,J'adore news ! C'est fantastique et génial.
4,tweet_140,Sat Feb 22 17:18:27  2025,NO_QUERY,user_140,J'adore entertainment ! C'est fantastique et génial.
0,tweet_141,Tue Sep 16 17:18:27  2025,NO_QUERY,user_141,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_142,Wed Sep 17 17:18:27  2025,NO_QUERY,user_142,J'adore technology ! C'est fantastique et génial.
4,tweet_143,Sat Jun 14 17:18:27  2025,NO_QUERY,user_143,J'adore news ! C'est fantastique et génial.
4,tweet_144,Wed Sep 24 17:18:27  2025,NO_QUERY,user_144,J'adore entertainment ! C'est fantastique et génial.
4,tweet_145,Wed Mar 19 17:18:27  2025,NO_QUERY,user_145,J'adore politics ! C'est fantastique et génial.
4,tweet_146,Sun Apr 27 17:18:27  2025,NO_QUERY,user_146,J'adore sports ! C'est fantastique et génial.
0,tweet_147,Thu Jan 30 17:18:27  2025,NO_QUERY,user_147,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_148,Wed Aug 27 17:18:27  2025,NO_QUERY,user_148,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_149,Fri Sep 19 17:18:27  2025,NO_QUERY,user_149,J'adore sports ! C'est fantastique et génial.
4,tweet_150,Thu Nov 28 17:18:27  2024,NO_QUERY,user_150,J'adore sports ! C'est fantastique et génial.
4,tweet_151,Thu Jul 24 17:18:27  2025,NO_QUERY,user_151,J'adore sports ! C'est fantastique et génial.
4,tweet_152,Tue Jan 28 17:18:27  2025,NO_QUERY,user_152,J'adore news ! C'est fantastique et génial.
0,tweet_153,Wed Sep 17 17:18:27  2025,NO_QUERY,user_153,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_154,Fri Mar 28 17:18:27  2025,NO_QUERY,user_154,J'adore news ! C'est fantastique et génial.
4,tweet_155,Tue Aug 26 17:18:27  2025,NO_QUERY,user_155,J'adore sports ! C'est fantastique et génial.
0,tweet_156,Tue Nov 05 17:18:27  2024,NO_QUERY,user_156,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_157,Mon Aug 11 17:18:27  2025,NO_QUERY,user_157,J'adore technology ! C'est fantastique et génial.
4,tweet_158,Sun Dec 29 17:18:27  2024,NO_QUERY,user_158,J'adore news ! C'est fantastique et génial.
4,tweet_159,Fri Jul 25 17:18:27  2025,NO_QUERY,user_159,J'adore sports ! C'est fantastique et génial.
4,tweet_160,Tue Mar 04 17:18:27  2025,NO_QUERY,user_160,J'adore sports ! C'est fantastique et génial.
4,tweet_161,Mon Feb 03 17:18:27  2025,NO_QUERY,user_161,J'adore news ! C'est fantastique et génial.
4,tweet_162,Sat Nov 09 17:18:27  2024,NO_QUERY,user_162,J'adore entertainment ! C'est fantastique et génial.
4,tweet_163,Thu Jun 26 17:18:27  2025,NO_QUERY,user_163,J'adore technology ! C'est fantastique et génial.
0,tweet_164,Wed May 21 17:18:27  2025,NO_QUERY,user_164,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_165,Sat Mar 08 17:18:27  2025,NO_QUERY,user_165,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
0,tweet_166,Tue Jul 01 17:18:27  2025,NO_QUERY,user_166,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_167,Fri Jul 25 17:18:27  2025,NO_QUERY,user_167,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_168,Fri Jan 10 17:18:27  2025,NO_QUERY,user_168,J'adore politics ! C'est fantastique et génial.
0,tweet_169,Sat Dec 21 17:18:27  2024,NO_QUERY,user_169,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
4,tweet_170,Sun Nov 17 17:18:27  2024,NO_QUERY,user_170,J'adore technology ! C'est fantastique et génial.
0,tweet_171,Wed Aug 13 17:18:27  2025,NO_QUERY,user_171,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_172,Mon Sep 01 17:18:27  2025,NO_QUERY,user_172,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_173,Fri Nov 22 17:18:27  2024,NO_QUERY,user_173,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_174,Fri Apr 25 17:18:27  2025,NO_QUERY,user_174,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_175,Mon Mar 24 17:18:27  2025,NO_QUERY,user_175,J'adore entertainment ! C'est fantastique et génial.
0,tweet_176,Tue Apr 08 17:18:27  2025,NO_QUERY,user_176,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_177,Thu Dec 05 17:18:27  2024,NO_QUERY,user_177,J'adore politics ! C'est fantastique et génial.
0,tweet_178,Wed Nov 20 17:18:27  2024,NO_QUERY,user_178,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_179,Sun Mar 16 17:18:27  2025,NO_QUERY,user_179,J'adore technology ! C'est fantastique et génial.
4,tweet_180,Wed Nov 06 17:18:27  2024,NO_QUERY,user_180,J'adore news ! C'est fantastique et génial.
0,tweet_181,Mon Jul 28 17:18:27  2025,NO_QUERY,user_181,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_182,Sun Sep 29 17:18:27  2024,NO_QUERY,user_182,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_183,Sun Aug 31 17:18:27  2025,NO_QUERY,user_183,J'adore politics ! C'est fantastique et génial.
0,tweet_184,Thu Apr 10 17:18:27  2025,NO_QUERY,user_184,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_185,Sat May 10 17:18:27  2025,NO_QUERY,user_185,J'adore technology ! C'est fantastique et génial.
0,tweet_186,Sun Dec 15 17:18:27  2024,NO_QUERY,user_186,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_187,Sat Feb 22 17:18:27  2025,NO_QUERY,user_187,J'adore sports ! C'est fantastique et génial.
4,tweet_188,Wed May 14 17:18:27  2025,NO_QUERY,user_188,J'adore politics ! C'est fantastique et génial.
0,tweet_189,Mon May 05 17:18:27  2025,NO_QUERY,user_189,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_190,Thu Aug 07 17:18:27  2025,NO_QUERY,user_190,J'adore news ! C'est fantastique et génial.
4,tweet_191,Tue May 13 17:18:27  2025,NO_QUERY,user_191,J'adore technology ! C'est fantastique et génial.
0,tweet_192,Thu Jun 19 17:18:27  2025,NO_QUERY,user_192,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_193,Fri Dec 06 17:18:27  2024,NO_QUERY,user_193,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_194,Sun May 04 17:18:27  2025,NO_QUERY,user_194,J'adore technology ! C'est fantastique et génial.
0,tweet_195,Tue Jun 10 17:18:27  2025,NO_QUERY,user_195,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_196,Sat Dec 07 17:18:27  2024,NO_QUERY,user_196,J'adore politics ! C'est fantastique et génial.
4,tweet_197,Sat Sep 28 17:18:27  2024,NO_QUERY,user_197,J'adore technology ! C'est fantastique et génial.
4,tweet_198,Fri Mar 07 17:18:27  2025,NO_QUERY,user_198,J'adore news ! C'est fantastique et génial.
0,tweet_199,Wed Oct 09 17:18:27  2024,NO_QUERY,user_199,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_200,Tue Jul 22 17:18:27  2025,NO_QUERY,user_200,J'adore politics ! C'est fantastique et génial.
4,tweet_201,Thu Jul 31 17:18:27  2025,NO_QUERY,user_201,J'adore sports ! C'est fantastique et génial.
0,tweet_202,Sat Sep 13 17:18:27  2025,NO_QUERY,user_202,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_203,Sun Feb 23 17:18:27  2025,NO_QUERY,user_203,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
4,tweet_204,Tue Sep 09 17:18:27  2025,NO_QUERY,user_204,J'adore technology ! C'est fantastique et génial.
0,tweet_205,Tue Feb 11 17:18:27  2025,NO_QUERY,user_205,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
0,tweet_206,Wed May 21 17:18:27  2025,NO_QUERY,user_206,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_207,Fri Jun 20 17:18:27  2025,NO_QUERY,user_207,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
4,tweet_208,Tue May 06 17:18:27  2025,NO_QUERY,user_208,J'adore technology ! C'est fantastique et génial.
0,tweet_209,Sun Feb 16 17:18:27  2025,NO_QUERY,user_209,Je n'aime pas politics aujourd'hui. C'est vraiment décevant.
0,tweet_210,Sun Sep 29 17:18:27  2024,NO_QUERY,user_210,Je n'aime pas technology aujourd'hui. C'est vraiment décevant.
0,tweet_211,Sat Jan 11 17:18:27  2025,NO_QUERY,user_211,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_212,Thu Dec 05 17:18:27  2024,NO_QUERY,user_212,J'adore politics ! C'est fantastique et génial.
0,tweet_213,Wed Apr 23 17:18:27  2025,NO_QUERY,user_213,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_214,Mon Apr 07 17:18:27  2025,NO_QUERY,user_214,J'adore technology ! C'est fantastique et génial.
4,tweet_215,Wed Nov 27 17:18:27  2024,NO_QUERY,user_215,J'adore entertainment ! C'est fantastique et génial.
0,tweet_216,Wed Apr 09 17:18:27  2025,NO_QUERY,user_216,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
0,tweet_217,Tue Jul 01 17:18:27  2025,NO_QUERY,user_217,Je n'aime pas entertainment aujourd'hui. C'est vraiment décevant.
4,tweet_218,Fri Feb 28 17:18:27  2025,NO_QUERY,user_218,J'adore sports ! C'est fantastique et génial.
4,tweet_219,Sat Nov 09 17:18:27  2024,NO_QUERY,user_219,J'adore entertainment ! C'est fantastique et génial.
0,tweet_220,Mon Sep 01 17:18:27  2025,NO_QUERY,user_220,Je n'aime pas sports aujourd'hui. C'est vraiment décevant.
4,tweet_221,Sun Jul 06 17:18:27  2025,NO_QUERY,user_221,J'adore sports ! C'est fantastique et génial.
0,tweet_222,Sun Apr 20 17:18:27  2025,NO_QUERY,user_222,Je n'aime pas news aujourd'hui. C'est vraiment décevant.
